"","time","sd"
"1",1,0.165349513971498
"2",2,0.104672148451576
"3",3,0.156867317124818
"4",4,0.178681392158099
"5",5,0.177350876225832
"6",6,0.196444994344958
"7",7,0.192620981532213
"8",8,0.210880131721724
"9",9,0.245851639184073
"10",10,0.259364564638072
"11",11,0.191762123550583
"12",12,0.176866201708518
"13",13,0.195876256022647
"14",14,0.191695908164536
"15",15,0.220258437630718
"16",16,0.142770052857983
"17",17,0.129371336738724
"18",18,0.155440654401386
"19",19,0.208712046508005
"20",20,0.196905808906439
"21",21,0.17103548705748
"22",22,0.150592770880134
"23",23,0.142126342960004
"24",24,0.160948787178844
"25",25,0.188315745454486
"26",26,0.164646882755573
"27",27,0.194226204523437
"28",28,0.213651939850249
"29",29,0.21142251863627
"30",30,0.206555988361912
"31",31,0.181974106885485
"32",32,0.173349972814073
"33",33,0.176141460063528
"34",34,0.184406364239938
"35",35,0.152924260751115
"36",36,0.197277759211138
"37",37,0.152593925814997
"38",38,0.14229377083636
"39",39,0.161823234334675
"40",40,0.121832041315882
"41",41,0.152766846638421
"42",42,0.140431398824999
"43",43,0.147536000518006
"44",44,0.171965921613411
"45",45,0.194698425151316
"46",46,0.215992110132472
"47",47,0.174459051722535
"48",48,0.157324678791224
"49",49,0.16808431726448
"50",50,0.136312131312315
"51",51,0.150125530178996
"52",52,0.180263286515982
"53",53,0.174330559163006
"54",54,0.230451616957555
"55",55,0.176762705799233
"56",56,0.166542299881011
"57",57,0.141771838108129
"58",58,0.180457176400878
"59",59,0.151883977963479
"60",60,0.17762865330905
"61",61,0.205493944300436
"62",62,0.1549874225153
"63",63,0.125911231556806
"64",64,0.223323960123863
"65",65,0.184922043922241
"66",66,0.165595194280806
"67",67,0.176761954536243
"68",68,0.145216804273684
"69",69,0.14506820312823
"70",70,0.142237343329782
"71",71,0.128506684546066
"72",72,0.160426480031852
"73",73,0.146526340650779
"74",74,0.145486525867431
"75",75,0.133488906726511
"76",76,0.138852015108079
"77",77,0.156725645633046
"78",78,0.15657536267753
"79",79,0.16114917578489
"80",80,0.128225234781975
"81",81,0.184074049443622
"82",82,0.15635091308137
"83",83,0.161066876146439
"84",84,0.13999332988033
"85",85,0.153581175068396
"86",86,0.117731614040591
"87",87,0.155294655692334
"88",88,0.125223112865645
"89",89,0.13806905913632
"90",90,0.145704633444008
"91",91,0.160954482498574
"92",92,0.17502262401547
"93",93,0.201199512626752
"94",94,0.184013250526811
"95",95,0.188445679003475
"96",96,0.134103075852446
"97",97,0.130396896629415
"98",98,0.133236873458073
"99",99,0.123229293457691
"100",100,0.159371306610555
"101",101,0.153895028281034
"102",102,0.188240098127005
"103",103,0.1914429305723
"104",104,0.157345441898287
"105",105,0.162471742726356
"106",106,0.177644786541764
"107",107,0.175137388801123
"108",108,0.156107448671817
"109",109,0.148997896400674
"110",110,0.15687263287968
"111",111,0.157673271296352
"112",112,0.126053735818329
"113",113,0.140590383518203
"114",114,0.145830140989759
"115",115,0.133710414966057
"116",116,0.141704521384484
"117",117,0.154498626669167
"118",118,0.181645243300117
"119",119,0.166476951863628
"120",120,0.185505486469384
"121",121,0.146438398260379
"122",122,0.10786229048151
"123",123,0.121260167249913
"124",124,0.15002675427995
"125",125,0.204297729631021
"126",126,0.218342991145418
"127",127,0.238508650904682
"128",128,0.163924440198214
"129",129,0.215990067147463
"130",130,0.193430739963522
"131",131,0.190914652226127
"132",132,0.186536211675762
"133",133,0.277033059892032
"134",134,0.187148034527442
"135",135,0.171604049743537
"136",136,0.199781206625982
"137",137,0.206262112949728
"138",138,0.156190769652293
"139",139,0.209328980277003
"140",140,0.163963385781043
"141",141,0.169164349674481
"142",142,0.129239378524788
"143",143,0.124363573020281
"144",144,0.136374285789075
"145",145,0.174828145810246
"146",146,0.168422113060275
"147",147,0.146732544318566
"148",148,0.173016522853879
"149",149,0.215805096270176
"150",150,0.180830149767211
"151",151,0.176115938029773
"152",152,0.158894258194854
"153",153,0.11169329348201
"154",154,0.124156161809189
"155",155,0.150981414637592
"156",156,0.207830884202435
"157",157,0.130326015995294
"158",158,0.134433486024681
"159",159,0.178630296815839
"160",160,0.179092567228868
"161",161,0.179895495869248
"162",162,0.163540462434897
"163",163,0.158632988249695
"164",164,0.171659011967974
"165",165,0.161780121479877
"166",166,0.122748549879839
"167",167,0.15956041167806
"168",168,0.175454888048612
"169",169,0.196824511458004
"170",170,0.194886362731383
"171",171,0.173844095680227
"172",172,0.221762134244598
"173",173,0.216462952131601
"174",174,0.168444899645026
"175",175,0.174536809620384
"176",176,0.166852225998467
"177",177,0.151577637082661
"178",178,0.205860318181377
"179",179,0.178348525395376
"180",180,0.157648943681105
"181",181,0.165134941782402
"182",182,0.190623663103781
"183",183,0.160172196899606
"184",184,0.126541578265462
"185",185,0.139994334396489
"186",186,0.14092175251811
"187",187,0.168513805840468
"188",188,0.197683399518239
"189",189,0.153833079224509
"190",190,0.181370335185801
"191",191,0.172534745720681
"192",192,0.150206799800608
"193",193,0.145430323036472
"194",194,0.186895645823733
"195",195,0.160376545210491
"196",196,0.174934233939702
"197",197,0.182306787358329
"198",198,0.234190929368708
"199",199,0.183393561638188
"200",200,0.192915159714382
"201",201,0.174335174280541
"202",202,0.166952581072117
"203",203,0.128902156022862
"204",204,0.194071421118672
"205",205,0.167451256312496
"206",206,0.161009502718485
"207",207,0.195060114143079
"208",208,0.205231031084246
"209",209,0.197047981076918
"210",210,0.163325619889967
"211",211,0.159313598558501
"212",212,0.158165049787366
"213",213,0.171634965724612
"214",214,0.163075106203786
"215",215,0.147787264216956
"216",216,0.14667088984139
"217",217,0.176429885472383
"218",218,0.215550531094954
"219",219,0.164660694521803
"220",220,0.169764613287013
"221",221,0.165746973757516
"222",222,0.159969758142138
"223",223,0.160566728189963
"224",224,0.157819893199964
"225",225,0.134393449622891
"226",226,0.144035762781427
"227",227,0.175028681807475
"228",228,0.139735946600024
"229",229,0.129916374094111
"230",230,0.163499487376799
"231",231,0.181454145578501
"232",232,0.159353512427071
"233",233,0.217428037550315
"234",234,0.155887145588604
"235",235,0.123338157680255
"236",236,0.112507983286877
"237",237,0.119355302262117
"238",238,0.137786575457941
"239",239,0.214158396850076
"240",240,0.24235558775033
"241",241,0.175568298230094
"242",242,0.11019152587578
"243",243,0.137680344185114
"244",244,0.124151426810533
"245",245,0.145706445412947
"246",246,0.114306713320504
"247",247,0.143986560359165
"248",248,0.153696938179198
"249",249,0.141388970645098
"250",250,0.166449366890578
"251",251,0.172868517717642
"252",252,0.169892324504717
"253",253,0.22143642045226
"254",254,0.157416800489256
"255",255,0.193517404258376
"256",256,0.243986670106789
"257",257,0.23629420524473
"258",258,0.238728207858793
"259",259,0.219528230129201
"260",260,0.227418833410148
"261",261,0.199896474969749
"262",262,0.189358635419833
"263",263,0.171825195180631
"264",264,0.134919494392819
"265",265,0.136393635634009
"266",266,0.144197112600341
"267",267,0.177568301370304
"268",268,0.170015567844727
"269",269,0.109896186799764
"270",270,0.125661114924756
"271",271,0.12289210134262
"272",272,0.129623137355118
"273",273,0.119544789914993
