"","time","llrmcs"
"213",213,58.466292729576
"214",214,57.5094972850326
"215",215,52.0359756020608
"216",216,57.15209786243
"217",217,58.3069041033487
"218",218,68.1245041493583
"219",219,56.07546113401
"220",220,64.5748184727347
"221",221,69.4263096053009
"222",222,56.0466276875265
"223",223,51.1053246678767
"224",224,46.2791368475504
"225",225,53.1377334054908
"226",226,52.6972218093024
"227",227,46.8068747111832
"228",228,47.8417145053982
"229",229,53.7506195877318
"230",230,61.4984720196822
"231",231,52.5564598696287
"232",232,44.9075125563432
"233",233,45.8843114047444
"234",234,49.856771230776
"235",235,51.1305077980522
"236",236,62.2799380346981
"237",237,71.3296473699629
"238",238,68.1991457278217
"239",239,63.2043128398645
"240",240,55.3265411735662
"241",241,57.8453152111734
"242",242,49.558876045767
"243",243,47.7080286085234
"244",244,42.1580463846286
"245",245,43.1647450876613
"246",246,44.1659194120525
"247",247,44.8546559467432
"248",248,42.9630267667613
"249",249,59.6138127924524
"250",250,46.6563685223178
"251",251,53.224384117643
"252",252,68.5213142040585
"253",253,53.0463601143008
"254",254,47.2893640724285
"255",255,59.0072252003071
"256",256,46.6626272557674
"257",257,59.9628543164306
"258",258,63.1965692217865
"259",259,54.5597641274949
"260",260,76.1954161615266
"261",261,55.4680602043046
"262",262,58.4883183534228
"263",263,42.4986292033259
"264",264,46.9125636332157
"265",265,51.1849011809572
"266",266,50.0220703640848
"267",267,51.7762595792207
"268",268,62.8052200614832
"269",269,65.781709024183
"270",270,44.0732642174424
"271",271,47.9373230267534
"272",272,57.6827323426947
"273",273,48.2663378545876
"274",274,40.3967665572251
"275",275,40.4856352999441
"276",276,44.6298701061091
"277",277,62.3249549525723
"278",278,48.1975515652808
"279",279,62.2328753275025
"280",280,53.0865957554145
"281",281,67.0049704849808
"282",282,63.5171897753918
"283",283,56.2091065608636
"284",284,66.7824628247957
"285",285,59.3271542842496
"286",286,46.5652927952821
"287",287,54.0304511760764
"288",288,54.9669129958891
"289",289,51.165586399942
"290",290,46.8255713626405
"291",291,48.0074690837693
"292",292,47.6365491149564
"293",293,51.2907649753866
"294",294,48.8858134090812
"295",295,59.6765126438687
"296",296,55.6743744325394
"297",297,46.5554951864731
"298",298,53.4015289685176
"299",299,56.7971651006921
"300",300,58.8898850252789
"301",301,42.7842165334359
"302",302,49.404780095828
"303",303,51.9514338437979
"304",304,41.7999844764877
"305",305,55.9712383656941
"306",306,49.0497681455121
"307",307,51.5971948618232
"308",308,47.8947047964236
"309",309,44.7027128610455
"310",310,45.885145479419
"311",311,51.0075519461122
"312",312,38.3783769146103
"313",313,47.0343461004991
"314",314,47.5905814614202
"315",315,43.6043711802201
"316",316,42.8081599143048
"317",317,43.9251723307429
"318",318,43.7027214833192
"319",319,43.5309225862241
"320",320,61.4013209867316
"321",321,40.6184944791413
"322",322,62.3351944653579
"323",323,37.0028776772835
"324",324,37.7480326951899
"325",325,47.7618462743353
"326",326,38.957071652596
"327",327,46.0231903690556
"328",328,39.261293752366
"329",329,55.6688744163765
"330",330,42.0810488540287
"331",331,41.6339058387302
"332",332,39.3062519155079
"333",333,42.1003502840746
"334",334,54.4743543541042
"335",335,44.295333913269
"336",336,48.8185766676879
"337",337,53.9627418035212
"338",338,48.2354214214503
"339",339,43.8904416715326
"340",340,43.1297049516899
"341",341,48.4571693282006
"342",342,55.8915601415024
"343",343,50.16168208468
"344",344,47.9357308458936
"345",345,50.621830393758
"346",346,42.9171784356975
"347",347,48.5169473256052
"348",348,45.0421435247414
"349",349,37.677813720077
"350",350,46.03293234976
"351",351,62.9886638602529
"352",352,44.5240331922453
"353",353,41.2426892641048
"354",354,39.9228003673218
"355",355,42.8527798419476
"356",356,50.3836974962409
"357",357,44.2594425694984
"358",358,33.1013872579088
"359",359,31.8090118336986
"360",360,57.8356775410454
"361",361,44.4542549206631
"362",362,33.0178664218909
"363",363,36.8209862931707
"364",364,37.8180598809478
"365",365,34.1022608853898
